"locus","chr","start","stop"
"AT1G68800","1",25847306,25848471
"AT1G12790","1",4359597,4361222
"AT1G14770","1",5086867,5088437
"AT1G71850","1",27024875,27026287
"AT1G09220","1",2977952,2979466
"AT1G44575","1",16871768,16873194
"AT1G09230","1",2979637,2982563
"AT1G49590","1",18354997,18356409
"AT1G12860","1",4384758,4386392
"AT1G12870","1",4387129,4389110
"AT1G44542","1",16865145,16866573
"AT1G77590","1",29148501,29151776
"AT1G44608","1",16875249,16876258
"AT1G09210","1",2973217,2976655
"AT1G12880","1",4390036,4391046
"AT1G17590","1",6050481,6051984
"AT1G12910","1",4395114,4396154
"AT1G68845","1",25882434,25882918
"AT1G14720","1",5066806,5068466
"AT1G12900","1",4392634,4394283
"AT1G09200","1",2971722,2972132
"AT1G12890","1",4391734,4392393
"AT1G12850","1",4380022,4381577
"AT1G17300","1",5926994,5927440
"AT1G17340","1",5934129,5938391
"AT1G09260","1",2993404,2993820
"AT1G77580","1",29144191,29146793
"AT1G12840","1",4375584,4378220
"AT1G14760","1",5084688,5085213
"AT1G71865","1",27030117,27030416
"AT1G09270","1",2994506,2997833
"AT1G55880","1",20899292,20901140
"AT1G17345","1",5940525,5940920
"AT1G14750","1",5079674,5082423
"AT1G14740","1",5075450,5077732
"AT1G09240","1",2984950,2985912
"AT1G71870","1",27032456,27034895
"AT1G12845","1",4379023,4379382
"AT1G09250","1",2989509,2990132
"AT1G14730","1",5073244,5074568
"AT1G44478","1",16852341,16853238
"AT1G17310","1",5928014,5928667
"AT1G17330","1",5929966,5931595
"AT1G09245","1",2986948,2987367
"AT1G09190","1",2966263,2967717
"AT1G12780","1",4356124,4358120
"AT1G73410","1",27601852,27603038
"AT1G16000","1",5494576,5495149
"AT1G77570","1",29143350,29143793
"AT1G09320","1",3010270,3012228
"AT1G14830","1",5107699,5111470
"AT1G49610","1",18361679,18363192
"AT1G68730","1",25810321,25811128
"AT1G16010","1",5495462,5497082
"AT1G68740","1",25812735,25816574
"AT1G68750","1",25822942,25828104
"AT1G09300","1",3003981,3008131
"AT1G73400","1",27598106,27599812
"AT1G09310","1",3009109,3009648
"AT1G49600","1",18357236,18360150
"AT1G16020","1",5498633,5501018
"AT1G14820","1",5105237,5106793
"AT1G73430","1",27604096,27610829
"AT1G09330","1",3013003,3014903
"AT1G14840","1",5112415,5115299
"AT1G14860","1",5124993,5125805
"AT1G44120","1",16780610,16787414
"AT1G09350","1",3019888,3021214
"AT1G77520","1",29130557,29132007
"AT1G49620","1",18365692,18366559
"AT1G09360","1",3021802,3022368
"AT1G12700","1",4323722,4326227
"AT1G14880","1",5132791,5133663
"AT1G14870","1",5128591,5129458
"AT1G16030","1",5502386,5504326
"AT1G12710","1",4326980,4328324
"AT1G14850","1",5116921,5123259
"AT1G77540","1",29137762,29138182
"AT1G22530","1",7955773,7958326
"AT1G77550","1",29138490,29142965
"AT1G44130","1",16787508,16789318
"AT1G12730","1",4334675,4337609
"AT1G09340","1",3015473,3018035
"AT1G77530","1",29136037,29137423
"AT1G70740","1",26673847,26675687
"AT1G21150","1",7406406,7407578
"AT1G55640","1",20793771,20794334
"AT1G65490","1",24354792,24355175
"AT1G21170","1",7413050,7419411
"AT1G70770","1",26688622,26691185
"AT1G65500","1",24357887,24358375
"AT1G70760","1",26687267,26688201
"AT1G70750","1",26680728,26683147
"AT1G12770","1",4351888,4353543
"AT1G44170","1",16796564,16800031
"AT1G73370","1",27584533,27588326
"AT1G12760","1",4348728,4350512
"AT1G65480","1",24331510,24333689
"AT1G44180","1",16808239,16810413
"AT1G23160","1",8209232,8211325
"AT1G68780","1",25831881,25833335
"AT1G68790","1",25834932,25839157
"AT1G09280","1",2998209,3001253
"AT1G68765","1",25830157,25830390
"AT1G68760","1",25829090,25829607
"AT1G21160","1",7408121,7412455
"AT1G09290","1",3001682,3003715
"AT1G16040","1",5504747,5506456
"AT1G68795","1",25841079,25841435
"AT1G73390","1",27591079,27594148
"AT1G70780","1",26695462,26695975
"AT1G12750","1",4345100,4346688
"AT1G36640","1",13853176,13853583
"AT1G44160","1",16795032,16796276
"AT1G55630","1",20791817,20793250
"AT1G68850","1",25883806,25885177
"AT1G49580","1",18351611,18354384
"AT1G73280","1",27552970,27555322
"AT1G44830","1",16933792,16934427
"AT1G09090","1",2932743,2936495
"AT1G36510","1",13761926,13764265
"AT1G44820","1",16926351,16928354
"AT1G49760","1",18416740,18419753
"AT1G21270","1",7444997,7447345
"AT1G13020","1",4440927,4443520
"AT1G70630","1",26632118,26633991
"AT1G21280","1",7447690,7448403
"AT1G44810","1",16923621,16924511
"AT1G16190","1",5543267,5545892
"AT1G13030","1",4444284,4447278
"AT1G16180","1",5540905,5542670
"AT1G16170","1",5538874,5539152
"AT1G68945","1",25927168,25927314
"AT1G68935","1",25921751,25922698
"AT1G68930","1",25918314,25920545
"AT1G09140","1",2942887,2945818
"AT1G16130","1",5525634,5528047
"AT1G16150","1",5532415,5534877
"AT1G68980","1",25933023,25934882
"AT1G55870","1",20895663,20898359
"AT1G16160","1",5535973,5538269
"AT1G21250","1",7439512,7441892
"AT1G68960","1",25929943,25931143
"AT1G21245","1",7436842,7437342
"AT1G09100","1",2936675,2939258
"AT1G73290","1",27556397,27558770
"AT1G73270","1",27549021,27552517
"AT1G69010","1",25941804,25943599
"AT1G13110","1",4467272,4468857
"AT1G13100","1",4463983,4465538
"AT1G13090","1",4461846,4463400
"AT1G14660","1",5032163,5036439
"AT1G14670","1",5037669,5040199
"AT1G71930","1",27076205,27077829
"AT1G69020","1",25943949,25947197
"AT1G14650","1",5028077,5030520
"AT1G71950","1",27080453,27081573
"AT1G79260","1",29813282,29814066
"AT1G14630","1",5019995,5021445
"AT1G71960","1",27082587,27088163
"AT1G17285","1",5920895,5921287
"AT1G69030","1",25947429,25949262
"AT1G48030","1",17717432,17719141
"AT1G17280","1",5917146,5919162
"AT1G14640","1",5023656,5025955
"AT1G77670","1",29189043,29190901
"AT1G55660","1",20800694,20802340
"AT1G13080","1",4459212,4460807
"AT1G17290","1",5922771,5926093
"AT1G21310","1",7453693,7454988
"AT1G13050","1",4450568,4451521
"AT1G73260","1",27547410,27548057
"AT1G13040","1",4447647,4449200
"AT1G70590","1",26618403,26620159
"AT1G70600","1",26621168,26621608
"AT1G21320","1",7462834,7465200
"AT1G70610","1",26622086,26626331
"AT1G73300","1",27559673,27562048
"AT1G68920","1",25915620,25917675
"AT1G70670","1",26644830,26645970
"AT1G12930","1",4398588,4405495
"AT1G42190","1",15761082,15761276
"AT1G70660","1",26640755,26641949
"AT1G70680","1",26647341,26648541
"AT1G70650","1",26638158,26640126
"AT1G71880","1",27054334,27056100
"AT1G71890","1",27058492,27060573
"AT1G44760","1",16896894,16898427
"AT1G73325","1",27567518,27568186
"AT1G77610","1",29165489,29167486
"AT1G70640","1",26636255,26636887
"AT1G23140","1",8202362,8203172
"AT1G12920","1",4396555,4397859
"AT1G70710","1",26659356,26662962
"AT1G49740","1",18407728,18409468
"AT1G49570","1",18347077,18348712
"AT1G68890","1",25896988,25906553
"AT1G23150","1",8206948,8207461
"AT1G68880","1",25894499,25894915
"AT1G68870","1",25889117,25889560
"AT1G68875","1",25892113,25892574
"AT1G77620","1",29167934,29172867
"AT1G70700","1",26654951,26656804
"AT1G36580","1",13816459,13818106
"AT1G55650","1",20796340,20798481
"AT1G49560","1",18342725,18344101
"AT1G44740","1",16887404,16889155
"AT1G44674","1",16881891,16882133
"AT1G70690","1",26652099,26653381
"AT1G16120","1",5522639,5524983
"AT1G77650","1",29181110,29182261
"AT1G77640","1",29178796,29179530
"AT1G71910","1",27065223,27065744
"AT1G62750","1",23233622,23236321
"AT1G13000","1",4436402,4438693
"AT1G77655","1",29182736,29183026
"AT1G73310","1",27562815,27565177
"AT1G77630","1",29173726,29175387
"AT1G09160","1",2953199,2955059
"AT1G16110","1",5518381,5520470
"AT1G68910","1",25908234,25910485
"AT1G09150","1",2946599,2948908
"AT1G12990","1",4433973,4435552
"AT1G14680","1",5040861,5041733
"AT1G09155","1",2949831,2950842
"AT1G79250","1",29810336,29812186
"AT1G77660","1",29186073,29187500
"AT1G12980","1",4429791,4430777
"AT1G14685","1",5043086,5043925
"AT1G09170","1",2956589,2962207
"AT1G14700","1",5058680,5060988
"AT1G12950","1",4419849,4422462
"AT1G73320","1",27565728,27567206
"AT1G44780","1",16909753,16912060
"AT1G12940","1",4416405,4418337
"AT1G49530","1",18332529,18333539
"AT1G14710","1",5062168,5064697
"AT1G44770","1",16907834,16909409
"AT1G14687","1",5048046,5048552
"AT1G12960","1",4422707,4423155
"AT1G44800","1",16914342,16916858
"AT1G12970","1",4423727,4425632
"AT1G14690","1",5052090,5054936
"AT1G71900","1",27061754,27064053
"AT1G49750","1",18411177,18412779
"AT1G09180","1",2965147,2965941
"AT1G44790","1",16912403,16913582
"AT1G14686","1",5045781,5046800
"AT1G67170","1",25127727,25129145
"AT1G42480","1",15936297,15938692
"AT1G67180","1",25130099,25132169
"AT1G56350","1",21094840,21097826
"AT1G29640","1",10355959,10356381
"AT1G04500","1",1221757,1224235
"AT1G04490","1",1218020,1219325
"AT1G04510","1",1226749,1230592
"AT1G34410","1",12577722,12580824
"AT1G56360","1",21098603,21100842
"AT1G11370","1",3828098,3830945
"AT1G05510","1",1629527,1630690
"AT1G27030","1",9381842,9383712
"AT1G27050","1",9393706,9394408
"AT1G59820","1",22011599,22020023
"AT1G63590","1",23579896,23580702
"AT1G63600","1",23581716,23582624
"AT1G34400","1",12565992,12566615
"AT1G29620","1",10347363,10349017
"AT1G27090","1",9404041,9406098
"AT1G03400","1",842895,844158
"AT1G05520","1",1631126,1635703
"AT1G63550","1",23569786,23570890
"AT1G27080","1",9400664,9403789
"AT1G03410","1",844782,846574
"AT1G27100","1",9407557,9411074
"AT1G53820","1",20091491,20092423
"AT1G63560","1",23573161,23573940
"AT1G29600","1",10344046,10346243
"AT1G63570","1",23575450,23576304
"AT1G27060","1",9395023,9396673
"AT1G63580","1",23577333,23578254
"AT1G60880","1",22411575,22412180
"AT1G62660","1",23199949,23203515
"AT1G11380","1",3832695,3833921
"AT1G60870","1",22409712,22410227
"AT1G27070","1",9396945,9399225
"AT1G59810","1",22008604,22009455
"AT1G59800","1",22004964,22006172
"AT1G53860","1",20107165,20109458
"AT1G34370","1",12551002,12552501
"AT1G53850","1",20104131,20105792
"AT1G05500","1",1625098,1628940
"AT1G53030","1",19760224,19760442
"AT1G34360","1",12542986,12546025
"AT1G53840","1",20101533,20103458
"AT1G22760","1",8055599,8058799
"AT1G60900","1",22424008,22427806
"AT1G67510","1",25297477,25300184
"AT1G29700","1",10385196,10386906
"AT1G29710","1",10387673,10389100
"AT1G53010","1",19747847,19748383
"AT1G59760","1",21984571,21990110
"AT1G59740","1",21968227,21972312
"AT1G63650","1",23599809,23602734
"AT1G59750","1",21980414,21984193
"AT1G34355","1",12536497,12541730
"AT1G53830","1",20098562,20100745
"AT1G04570","1",1246859,1248600
"AT1G53035","1",19761866,19762318
"AT1G04520","1",1231852,1233787
"AT1G59780","1",21993581,21997691
"AT1G63630","1",23587298,23588220
"AT1G56410","1",21117147,21119241
"AT1G53050","1",19772574,19775531
"AT1G59790","1",22001504,22003385
"AT1G29670","1",10375843,10377717
"AT1G29660","1",10371955,10373624
"AT1G56400","1",21111805,21113621
"AT1G29580","1",10338443,10339146
"AT1G34390","1",12556005,12559082
"AT1G29680","1",10377900,10378931
"AT1G63640","1",23589234,23595139
"AT1G53040","1",19764567,19766870
"AT1G04530","1",1234456,1235895
"AT1G04560","1",1245070,1245888
"AT1G04540","1",1237256,1239061
"AT1G29690","1",10379310,10381861
"AT1G56345","1",21093409,21094454
"AT1G27110","1",9413018,9417392
"AT1G63540","1",23567495,23569495
"AT1G53120","1",19792798,19794605
"AT1G56260","1",21064647,21065577
"AT1G07320","1",2249190,2250189
"AT1G59850","1",22028509,22030207
"AT1G56270","1",21071148,21071636
"AT1G07300","1",2245914,2246300
"AT1G07310","1",2247775,2248833
"AT1G67530","1",25308229,25311081
"AT1G59835","1",22025041,22025421
"AT1G11460","1",3857005,3859268
"AT1G53110","1",19790434,19792016
"AT1G56290","1",21075939,21078608
"AT1G60800","1",22383601,22386931
"AT1G67520","1",25303439,25305857
"AT1G59840","1",22026569,22028174
"AT1G53130","1",19794947,19795453
"AT1G67550","1",25312842,25316911
"AT1G59860","1",22031474,22031941
"AT1G07240","1",2223889,2225331
"AT1G07250","1",2225963,2227402
"AT1G07260","1",2227748,2229178
"AT1G29550","1",10330514,10332094
"AT1G29540","1",10327439,10327846
"AT1G79660","1",29976294,29976575
"AT1G29530","1",10325553,10326651
"AT1G04450","1",1209006,1209853
"AT1G63480","1",23539872,23541685
"AT1G59885","1",22042308,22042815
"AT1G53760","1",20069159,20070918
"AT1G07290","1",2242284,2244428
"AT1G53140","1",19799271,19802441
"AT1G07270","1",2229757,2232897
"AT1G07280","1",2238505,2240991
"AT1G04480","1",1216110,1217257
"AT1G59865","1",22032323,22033297
"AT1G04470","1",1211177,1214591
"AT1G59870","1",22034661,22039844
"AT1G53100","1",19786990,19788504
"AT1G11400","1",3838777,3839978
"AT1G29560","1",10332647,10335510
"AT1G56330","1",21086845,21088478
"AT1G34420","1",12584587,12587570
"AT1G05530","1",1636496,1637863
"AT1G63520","1",23560205,23561873
"AT1G03445","1",854653,859599
"AT1G03440","1",852681,853874
"AT1G63530","1",23563654,23565236
"AT1G27120","1",9421389,9423910
"AT1G29570","1",10335910,10337854
"AT1G11390","1",3834762,3837305
"AT1G03430","1",848159,849235
"AT1G60860","1",22401244,22407639
"AT1G53815","1",20090249,20090962
"AT1G56340","1",21090059,21092630
"AT1G11410","1",3841286,3844284
"AT1G56320","1",21085722,21086459
"AT1G53090","1",19783748,19786690
"AT1G53080","1",19781368,19782219
"AT1G11430","1",3847273,3848938
"AT1G53070","1",19778371,19779189
"AT1G11440","1",3849418,3850509
"AT1G53785","1",20078496,20078642
"AT1G60810","1",22388691,22390993
"AT1G63490","1",23544938,23551946
"AT1G56300","1",21079022,21080168
"AT1G53060","1",19776052,19776780
"AT1G03490","1",871874,872906
"AT1G78910","1",29665269,29667557
"AT1G63500","1",23556015,23558403
"AT1G60830","1",22395058,22395603
"AT1G05540","1",1639348,1640707
"AT1G03470","1",866217,867493
"AT1G11420","1",3844581,3846872
"AT1G56310","1",21082863,21085564
"AT1G03475","1",869302,871175
"AT1G59730","1",21952759,21953392
"AT1G60920","1",22429692,22430267
"AT1G23270","1",8259602,8260144
"AT1G56530","1",21179237,21180888
"AT1G56510","1",21167704,21172260
"AT1G59650","1",21920099,21922670
"AT1G29820","1",10438219,10440625
"AT1G11280","1",3787456,3790728
"AT1G56540","1",21181664,21185306
"AT1G59630","1",21907177,21907955
"AT1G59620","1",21902627,21905527
"AT1G56555","1",21191121,21192217
"AT1G79110","1",29759345,29760586
"AT1G03200","1",780755,781124
"AT1G59660","1",21924693,21929233
"AT1G59610","1",21893413,21900780
"AT1G56550","1",21185836,21188070
"AT1G23290","1",8263007,8263447
"AT1G23280","1",8260865,8262650
"AT1G53940","1",20143279,20145780
"AT1G29810","1",10435606,10437406
"AT1G61000","1",22471096,22474046
"AT1G59670","1",21930035,21931228
"AT1G11300","1",3794389,3800719
"AT1G29770","1",10424806,10425642
"AT1G23250","1",8255233,8256770
"AT1G78900","1",29660463,29664575
"AT1G53935","1",20142065,20142604
"AT1G60990","1",22462771,22465416
"AT1G23240","1",8252894,8254494
"AT1G53930","1",20140411,20140887
"AT1G34340","1",12530936,12534031
"AT1G26850","1",9301146,9303432
"AT1G23260","1",8257209,8258573
"AT1G29790","1",10430025,10431161
"AT1G59675","1",21931833,21932403
"AT1G29800","1",10432736,10435177
"AT1G29780","1",10426950,10427615
"AT1G59680","1",21933021,21934216
"AT1G62670","1",23204773,23206665
"AT1G11290","1",3791454,3793883
"AT1G79100","1",29753648,29754388
"AT1G29760","1",10422381,10424116
"AT1G23300","1",8263827,8266048
"AT1G61030","1",22477969,22482080
"AT1G56580","1",21198402,21198902
"AT1G61060","1",22488548,22489711
"AT1G34320","1",12520713,12524046
"AT1G32450","1",11715337,11719807
"AT1G03150","1",756461,758441
"AT1G23320","1",8273423,8275350
"AT1G61065","1",22490430,22491330
"AT1G61070","1",22492020,22492470
"AT1G32430","1",11704932,11706325
"AT1G29860","1",10454482,10455652
"AT1G23340","1",8284158,8286528
"AT1G53970","1",20148527,20148752
"AT1G03140","1",754471,756223
"AT1G32440","1",11712205,11714963
"AT1G61080","1",22493194,22497019
"AT1G34315","1",12514106,12516521
"AT1G23330","1",8279874,8281891
"AT1G03160","1",761321,766053
"AT1G61050","1",22486736,22488043
"AT1G29840","1",10445735,10447422
"AT1G50120","1",18562302,18566015
"AT1G62680","1",23208247,23209893
"AT1G56560","1",21192593,21194948
"AT1G42700","1",16066931,16067592
"AT1G55580","1",20764106,20765443
"AT1G11270","1",3785715,3786653
"AT1G61010","1",22474954,22477660
"AT1G03190","1",775822,779863
"AT1G03180","1",773543,775179
"AT1G32460","1",11738859,11739137
"AT1G61040","1",22483817,22485748
"AT1G56570","1",21195804,21197721
"AT1G23310","1",8268720,8271329
"AT1G03170","1",769805,770527
"AT1G32470","1",11739479,11740246
"AT1G29080","1",10157494,10158674
"AT1G53950","1",20146448,20147988
"AT1G04445","1",1207344,1207862
"AT1G53920","1",20137725,20139637
"AT1G29740","1",10407379,10412997
"AT1G03310","1",813975,816623
"AT1G27000","1",9374068,9376422
"AT1G23220","1",8242614,8244136
"AT1G53885","1",20119798,20120277
"AT1G26970","1",9359826,9361666
"AT1G26945","1",9351571,9352474
"AT1G60940","1",22439398,22441896
"AT1G55560","1",20754474,20756527
"AT1G23210","1",8240174,8242129
"AT1G67490","1",25280633,25286581
"AT1G59725","1",21950738,21952210
"AT1G26960","1",9356126,9357239
"AT1G79080","1",29747102,29748832
"AT1G03320","1",817027,817767
"AT1G03330","1",818161,819297
"AT1G79070","1",29745018,29745807
"AT1G03380","1",836155,840362
"AT1G60930","1",22431093,22438302
"AT1G56415","1",21119895,21120280
"AT1G03390","1",841033,842418
"AT1G53880","1",20115069,20118269
"AT1G52990","1",19740503,19743449
"AT1G29730","1",10400710,10405874
"AT1G53000","1",19745330,19747133
"AT1G67480","1",25277294,25278529
"AT1G56420","1",21122772,21124234
"AT1G03370","1",830968,834996
"AT1G03340","1",819712,821227
"AT1G27020","1",9378635,9380419
"AT1G56430","1",21137023,21137997
"AT1G56450","1",21141970,21144186
"AT1G03350","1",822834,824246
"AT1G23205","1",8234234,8234851
"AT1G03360","1",824653,826179
"AT1G59690","1",21935310,21935820
"AT1G67470","1",25272247,25273416
"AT1G59722","1",21944689,21945221
"AT1G26920","1",9329584,9330105
"AT1G03220","1",787143,788444
"AT1G26930","1",9336211,9337476
"AT1G03230","1",790110,791414
"AT1G60970","1",22448008,22449387
"AT1G11310","1",3800899,3803870
"AT1G11320","1",3807241,3808728
"AT1G26940","1",9343193,9344962
"AT1G03210","1",782948,784240
"AT1G23230","1",8244481,8251741
"AT1G26910","1",9321709,9322813
"AT1G42710","1",16077592,16078567
"AT1G26870","1",9312856,9314983
"AT1G60987","1",22460439,22460832
"AT1G53910","1",20135242,20136581
"AT1G26880","1",9315640,9316681
"AT1G26890","1",9317589,9319078
"AT1G60985","1",22456815,22457202
"AT1G60980","1",22452573,22454140
"AT1G26900","1",9319756,9321474
"AT1G03240","1",792418,792838
"AT1G55570","1",20757882,20759771
"AT1G03290","1",807970,810680
"AT1G67460","1",25270272,25271617
"AT1G11360","1",3822171,3822899
"AT1G03300","1",811033,813086
"AT1G59710","1",21938623,21939673
"AT1G59700","1",21936459,21937763
"AT1G59720","1",21939868,21941784
"AT1G56500","1",21159775,21167092
"AT1G79090","1",29749551,29752945
"AT1G03280","1",803635,806758
"AT1G11350","1",3817725,3820752
"AT1G60960","1",22445410,22447060
"AT1G60950","1",22444565,22445011
"AT1G11340","1",3814116,3817420
"AT1G03270","1",799191,802436
"AT1G03260","1",795678,798102
"AT1G53900","1",20127634,20130834
"AT1G27130","1",9425582,9426597
"AT1G29520","1",10323735,10324525
"AT1G59900","1",22051368,22053660
"AT1G19770","1",6832426,6833702
"AT1G29330","1",10258580,10260906
"AT1G53390","1",19918197,19923579
"AT1G63280","1",23471343,23471705
"AT1G67620","1",25340585,25341770
"AT1G62030","1",22924309,22926540
"AT1G63290","1",23472095,23473590
"AT1G19750","1",6826997,6830061
"AT1G04310","1",1155116,1157125
"AT1G53360","1",19907517,19908548
"AT1G22680","1",8025503,8026060
